Solving with SCIP 8.1.0 [LP solver: Glop 9.9]
Total makespan = 37.0
z 18 49 2 0.0
z 18 49 3 0.0
z 19 0 0 0.0
z 19 0 1 0.0
z 19 0 2 0.0
z 19 0 3 0.0
z 19 1 0 0.0
z 19 1 1 0.0
z 19 1 2 0.0
z 19 1 3 0.0
z 19 2 0 0.0
z 19 2 1 0.0
z 19 2 2 0.0
z 19 2 3 0.0
z 19 3 0 0.0
z 19 3 1 0.0
z 19 3 2 0.0
z 19 3 3 0.0
z 19 4 0 0.0
z 19 4 1 0.0
z 19 4 2 0.0
z 19 4 3 0.0
z 19 5 0 0.0
z 19 5 1 0.0
z 19 5 2 0.0
z 19 5 3 0.0
z 19 6 0 0.0
z 19 6 1 0.0
z 19 6 2 0.0
z 19 6 3 0.0
z 19 7 0 0.0
z 19 7 1 0.0
z 19 7 2 0.0
z 19 7 3 0.0
z 19 8 0 0.0
z 19 8 1 0.0
z 19 8 2 0.0
z 19 8 3 0.0
z 19 9 0 0.0
z 19 9 1 0.0
z 19 9 2 0.0
z 19 9 3 0.0
z 19 10 0 0.0
z 19 10 1 0.0
z 19 10 2 0.0
z 19 10 3 0.0
z 19 11 0 0.0
z 19 11 1 0.0
z 19 11 2 0.0
z 19 11 3 0.0
z 19 12 0 0.0
z 19 12 1 0.0
z 19 12 2 0.0
z 19 12 3 0.0
z 19 13 0 0.0
z 19 13 1 0.0
z 19 13 2 0.0
z 19 13 3 0.0
z 19 14 0 0.0
z 19 14 1 0.0
z 19 14 2 0.0
z 19 14 3 0.0
z 19 15 0 0.0
z 19 15 1 0.0
z 19 15 2 0.0
z 19 15 3 0.0
z 19 16 0 0.0
z 19 16 1 0.0
z 19 16 2 0.0
z 19 16 3 0.0
z 19 17 0 0.0
z 19 17 1 0.0
z 19 17 2 0.0
z 19 17 3 0.0
z 19 18 0 0.0
z 19 18 1 0.0
z 19 18 2 0.0
z 19 18 3 0.0
z 19 19 0 0.0
z 19 19 1 0.0
z 19 19 2 0.0
z 19 19 3 0.0
z 19 20 0 0.0
z 19 20 1 0.0
z 19 20 2 0.0
z 19 20 3 0.0
z 19 21 0 0.0
z 19 21 1 0.0
z 19 21 2 0.0
z 19 21 3 0.0
z 19 22 0 0.0
z 19 22 1 0.0
z 19 22 2 0.0
z 19 22 3 0.0
z 19 23 0 0.0
z 19 23 1 0.0
z 19 23 2 0.0
z 19 23 3 0.0
z 19 24 0 0.0
z 19 24 1 0.0
z 19 24 2 0.0
z 19 24 3 0.0
z 19 25 0 0.0
z 19 25 1 0.0
z 19 25 2 0.0
z 19 25 3 0.0
z 19 26 0 0.0
z 19 26 1 0.0
z 19 26 2 0.0
z 19 26 3 0.0
z 19 27 0 0.0
z 19 27 1 0.0
z 19 27 2 0.0
z 19 27 3 0.0
z 19 28 0 0.0
z 19 28 1 0.0
z 19 28 2 0.0
z 19 28 3 0.0
z 19 29 0 0.0
z 19 29 1 0.0
z 19 29 2 0.0
z 19 29 3 0.0
z 19 30 0 0.0
z 19 30 1 0.0
z 19 30 2 0.0
z 19 30 3 0.0
z 19 31 0 0.0
z 19 31 1 0.0
z 19 31 2 0.0
z 19 31 3 0.0
z 19 32 0 0.0
z 19 32 1 0.0
z 19 32 2 0.0
z 19 32 3 0.0
z 19 33 0 0.0
z 19 33 1 0.0
z 19 33 2 0.0
z 19 33 3 0.0
z 19 34 0 0.0
z 19 34 1 0.0
z 19 34 2 0.0
z 19 34 3 0.0
z 19 35 0 0.0
z 19 35 1 0.0
z 19 35 2 0.0
z 19 35 3 0.0
z 19 36 0 0.0
z 19 36 1 0.0
z 19 36 2 0.0
z 19 36 3 0.0
z 19 37 0 0.0
z 19 37 1 0.0
z 19 37 2 0.0
z 19 37 3 0.0
z 19 38 0 0.0
z 19 38 1 0.0
z 19 38 2 0.0
z 19 38 3 0.0
z 19 39 0 0.0
z 19 39 1 0.0
z 19 39 2 0.0
z 19 39 3 0.0
z 19 40 0 0.0
z 19 40 1 0.0
z 19 40 2 0.0
z 19 40 3 0.0
z 19 41 0 0.0
z 19 41 1 0.0
z 19 41 2 0.0
z 19 41 3 0.0
z 19 42 0 0.0
z 19 42 1 0.0
z 19 42 2 0.0
z 19 42 3 0.0
z 19 43 0 0.0
z 19 43 1 0.0
z 19 43 2 0.0
z 19 43 3 0.0
z 19 44 0 0.0
z 19 44 1 0.0
z 19 44 2 0.0
z 19 44 3 0.0
z 19 45 0 0.0
z 19 45 1 0.0
z 19 45 2 0.0
z 19 45 3 0.0
z 19 46 0 0.0
z 19 46 1 0.0
z 19 46 2 0.0
z 19 46 3 0.0
z 19 47 0 0.0
z 19 47 1 0.0
z 19 47 2 0.0
z 19 47 3 0.0
z 19 48 0 0.0
z 19 48 1 0.0
z 19 48 2 0.0
z 19 48 3 0.0
z 19 49 0 0.0
z 19 49 1 0.0
z 19 49 2 0.0
z 19 49 3 0.0
z 20 0 0 0.0
z 20 0 1 0.0
z 20 0 2 0.0
z 20 0 3 0.0
z 20 1 0 0.0
z 20 1 1 0.0
z 20 1 2 0.0
z 20 1 3 0.0
z 20 2 0 0.0
z 20 2 1 0.0
z 20 2 2 0.0
z 20 2 3 0.0
z 20 3 0 0.0
z 20 3 1 0.0
z 20 3 2 0.0
z 20 3 3 0.0
z 20 4 0 0.0
z 20 4 1 0.0
z 20 4 2 0.0
z 20 4 3 0.0
z 20 5 0 0.0
z 20 5 1 0.0
z 20 5 2 0.0
z 20 5 3 0.0
z 20 6 0 0.0
z 20 6 1 0.0
z 20 6 2 0.0
z 20 6 3 0.0
z 20 7 0 0.0
z 20 7 1 0.0
z 20 7 2 0.0
z 20 7 3 0.0
z 20 8 0 0.0
z 20 8 1 0.0
z 20 8 2 0.0
z 20 8 3 0.0
z 20 9 0 0.0
z 20 9 1 0.0
z 20 9 2 0.0
z 20 9 3 0.0
z 20 10 0 0.0
z 20 10 1 0.0
z 20 10 2 0.0
z 20 10 3 0.0
z 20 11 0 0.0
z 20 11 1 0.0
z 20 11 2 0.0
z 20 11 3 0.0
z 20 12 0 0.0
z 20 12 1 0.0
z 20 12 2 0.0
z 20 12 3 0.0
z 20 13 0 0.0
z 20 13 1 0.0
z 20 13 2 0.0
z 20 13 3 0.0
z 20 14 0 0.0
z 20 14 1 0.0
z 20 14 2 0.0
z 20 14 3 0.0
z 20 15 0 0.0
z 20 15 1 0.0
z 20 15 2 0.0
z 20 15 3 0.0
z 20 16 0 0.0
z 20 16 1 0.0
z 20 16 2 0.0
z 20 16 3 0.0
z 20 17 0 0.0
z 20 17 1 0.0
z 20 17 2 0.0
z 20 17 3 0.0
z 20 18 0 0.0
z 20 18 1 0.0
z 20 18 2 0.0
z 20 18 3 0.0
z 20 19 0 0.0
z 20 19 1 0.0
z 20 19 2 0.0
z 20 19 3 0.0
z 20 20 0 0.0
z 20 20 1 0.0
z 20 20 2 0.0
z 20 20 3 0.0
z 20 21 0 0.0
z 20 21 1 0.0
z 20 21 2 0.0
z 20 21 3 0.0
z 20 22 0 0.0
z 20 22 1 0.0
z 20 22 2 0.0
z 20 22 3 0.0
z 20 23 0 0.0
z 20 23 1 0.0
z 20 23 2 0.0
z 20 23 3 0.0
z 20 24 0 0.0
z 20 24 1 0.0
z 20 24 2 0.0
z 20 24 3 0.0
z 20 25 0 0.0
z 20 25 1 0.0
z 20 25 2 0.0
z 20 25 3 0.0
z 20 26 0 0.0
z 20 26 1 0.0
z 20 26 2 0.0
z 20 26 3 0.0
z 20 27 0 0.0
z 20 27 1 0.0
z 20 27 2 0.0
z 20 27 3 0.0
z 20 28 0 0.0
z 20 28 1 0.0
z 20 28 2 0.0
z 20 28 3 0.0
z 20 29 0 0.0
z 20 29 1 0.0
z 20 29 2 0.0
z 20 29 3 0.0
z 20 30 0 0.0
z 20 30 1 0.0
z 20 30 2 0.0
z 20 30 3 0.0
z 20 31 0 0.0
z 20 31 1 0.0
z 20 31 2 0.0
z 20 31 3 0.0
z 20 32 0 0.0
z 20 32 1 0.0
z 20 32 2 0.0
z 20 32 3 0.0
z 20 33 0 0.0
z 20 33 1 0.0
z 20 33 2 0.0
z 20 33 3 0.0
z 20 34 0 0.0
z 20 34 1 0.0
z 20 34 2 0.0
z 20 34 3 0.0
z 20 35 0 0.0
z 20 35 1 0.0
z 20 35 2 0.0
z 20 35 3 0.0
z 20 36 0 0.0
z 20 36 1 0.0
z 20 36 2 0.0
z 20 36 3 0.0
z 20 37 0 0.0
z 20 37 1 0.0
z 20 37 2 0.0
z 20 37 3 0.0
z 20 38 0 0.0
z 20 38 1 0.0
z 20 38 2 0.0
z 20 38 3 0.0
z 20 39 0 0.0
z 20 39 1 0.0
z 20 39 2 0.0
z 20 39 3 0.0
z 20 40 0 0.0
z 20 40 1 0.0
z 20 40 2 0.0
z 20 40 3 0.0
z 20 41 0 0.0
z 20 41 1 0.0
z 20 41 2 0.0
z 20 41 3 0.0
z 20 42 0 0.0
z 20 42 1 0.0
z 20 42 2 0.0
z 20 42 3 0.0
z 20 43 0 0.0
z 20 43 1 0.0
z 20 43 2 0.0
z 20 43 3 0.0
z 20 44 0 0.0
z 20 44 1 0.0
z 20 44 2 0.0
z 20 44 3 0.0
z 20 45 0 0.0
z 20 45 1 0.0
z 20 45 2 0.0
z 20 45 3 0.0
z 20 46 0 0.0
z 20 46 1 0.0
z 20 46 2 0.0
z 20 46 3 0.0
z 20 47 0 0.0
z 20 47 1 0.0
z 20 47 2 0.0
z 20 47 3 0.0
z 20 48 0 0.0
z 20 48 1 0.0
z 20 48 2 0.0
z 20 48 3 0.0
z 20 49 0 0.0
z 20 49 1 0.0
z 20 49 2 0.0
z 20 49 3 0.0
z 21 0 0 0.0
z 21 0 1 0.0
z 21 0 2 0.0
z 21 0 3 0.0
z 21 1 0 0.0
z 21 1 1 0.0
z 21 1 2 0.0
z 21 1 3 0.0
z 21 2 0 0.0
z 21 2 1 0.0
z 21 2 2 0.0
z 21 2 3 0.0
z 21 3 0 0.0
z 21 3 1 0.0
z 21 3 2 0.0
z 21 3 3 0.0
z 21 4 0 0.0
z 21 4 1 0.0
z 21 4 2 0.0
z 21 4 3 0.0
z 21 5 0 0.0
z 21 5 1 0.0
z 21 5 2 0.0
z 21 5 3 0.0
z 21 6 0 0.0
z 21 6 1 0.0
z 21 6 2 0.0
z 21 6 3 0.0
z 21 7 0 0.0
z 21 7 1 0.0
z 21 7 2 0.0
z 21 7 3 0.0
z 21 8 0 0.0
z 21 8 1 0.0
z 21 8 2 0.0
z 21 8 3 0.0
z 21 9 0 0.0
z 21 9 1 0.0
z 21 9 2 0.0
z 21 9 3 0.0
z 21 10 0 0.0
z 21 10 1 0.0
z 21 10 2 0.0
z 21 10 3 0.0
z 21 11 0 0.0
z 21 11 1 0.0
z 21 11 2 0.0
z 21 11 3 0.0
z 21 12 0 0.0
z 21 12 1 0.0
z 21 12 2 0.0
z 21 12 3 0.0
z 21 13 0 0.0
z 21 13 1 0.0
z 21 13 2 0.0
z 21 13 3 0.0
z 21 14 0 0.0
z 21 14 1 0.0
z 21 14 2 0.0
z 21 14 3 0.0
z 21 15 0 0.0
z 21 15 1 0.0
z 21 15 2 0.0
z 21 15 3 0.0
z 21 16 0 0.0
z 21 16 1 0.0
z 21 16 2 0.0
z 21 16 3 0.0
z 21 17 0 0.0
z 21 17 1 0.0
z 21 17 2 0.0
z 21 17 3 0.0
z 21 18 0 0.0
z 21 18 1 0.0
z 21 18 2 0.0
z 21 18 3 0.0
z 21 19 0 0.0
z 21 19 1 0.0
z 21 19 2 0.0
z 21 19 3 0.0
z 21 20 0 0.0
z 21 20 1 0.0
z 21 20 2 0.0
z 21 20 3 0.0
z 21 21 0 0.0
z 21 21 1 0.0
z 21 21 2 0.0
z 21 21 3 0.0
z 21 22 0 0.0
z 21 22 1 0.0
z 21 22 2 0.0
z 21 22 3 0.0
z 21 23 0 0.0
z 21 23 1 0.0
z 21 23 2 0.0
z 21 23 3 0.0
z 21 24 0 0.0
z 21 24 1 0.0
z 21 24 2 0.0
z 21 24 3 0.0
z 21 25 0 0.0
z 21 25 1 0.0
z 21 25 2 0.0
z 21 25 3 0.0
z 21 26 0 0.0
z 21 26 1 0.0
z 21 26 2 0.0
z 21 26 3 0.0
z 21 27 0 0.0
z 21 27 1 0.0
z 21 27 2 0.0
z 21 27 3 0.0
z 21 28 0 0.0
z 21 28 1 0.0
z 21 28 2 0.0
z 21 28 3 0.0
z 21 29 0 0.0
z 21 29 1 0.0
z 21 29 2 0.0
z 21 29 3 0.0
z 21 30 0 0.0
z 21 30 1 0.0
z 21 30 2 0.0
z 21 30 3 0.0
z 21 31 0 0.0
z 21 31 1 0.0
z 21 31 2 0.0
z 21 31 3 0.0
z 21 32 0 0.0
z 21 32 1 0.0
z 21 32 2 0.0
z 21 32 3 0.0
z 21 33 0 0.0
z 21 33 1 0.0
z 21 33 2 0.0
z 21 33 3 0.0
z 21 34 0 0.0
z 21 34 1 0.0
z 21 34 2 0.0
z 21 34 3 0.0
z 21 35 0 0.0
z 21 35 1 0.0
z 21 35 2 0.0
z 21 35 3 0.0
z 21 36 0 0.0
z 21 36 1 0.0
z 21 36 2 0.0
z 21 36 3 0.0
z 21 37 0 0.0
z 21 37 1 0.0
z 21 37 2 0.0
z 21 37 3 0.0
z 21 38 0 0.0
z 21 38 1 0.0
z 21 38 2 0.0
z 21 38 3 0.0
z 21 39 0 0.0
z 21 39 1 0.0
z 21 39 2 0.0
z 21 39 3 0.0
z 21 40 0 0.0
z 21 40 1 0.0
z 21 40 2 0.0
z 21 40 3 0.0
z 21 41 0 0.0
z 21 41 1 0.0
z 21 41 2 0.0
z 21 41 3 0.0
z 21 42 0 0.0
z 21 42 1 0.0
z 21 42 2 0.0
z 21 42 3 0.0
z 21 43 0 0.0
z 21 43 1 0.0
z 21 43 2 0.0
z 21 43 3 0.0
z 21 44 0 0.0
z 21 44 1 0.0
z 21 44 2 0.0
z 21 44 3 0.0
z 21 45 0 0.0
z 21 45 1 0.0
z 21 45 2 0.0
z 21 45 3 0.0
z 21 46 0 0.0
z 21 46 1 0.0
z 21 46 2 0.0
z 21 46 3 0.0
z 21 47 0 0.0
z 21 47 1 0.0
z 21 47 2 0.0
z 21 47 3 0.0
z 21 48 0 0.0
z 21 48 1 0.0
z 21 48 2 0.0
z 21 48 3 0.0
z 21 49 0 0.0
z 21 49 1 0.0
z 21 49 2 0.0
z 21 49 3 0.0
z 22 0 0 0.0
z 22 0 1 0.0
z 22 0 2 0.0
z 22 0 3 0.0
z 22 1 0 0.0
z 22 1 1 0.0
z 22 1 2 0.0
z 22 1 3 0.0
z 22 2 0 0.0
z 22 2 1 0.0
z 22 2 2 0.0
z 22 2 3 0.0
z 22 3 0 0.0
z 22 3 1 0.0
z 22 3 2 0.0
z 22 3 3 0.0
z 22 4 0 0.0
z 22 4 1 0.0
z 22 4 2 0.0
z 22 4 3 0.0
z 22 5 0 0.0
z 22 5 1 0.0
z 22 5 2 0.0
z 22 5 3 0.0
z 22 6 0 0.0
z 22 6 1 0.0
z 22 6 2 0.0
z 22 6 3 0.0
z 22 7 0 0.0
z 22 7 1 0.0
z 22 7 2 0.0
z 22 7 3 0.0
z 22 8 0 0.0
z 22 8 1 0.0
z 22 8 2 0.0
z 22 8 3 0.0
z 22 9 0 0.0
z 22 9 1 0.0
z 22 9 2 0.0
z 22 9 3 0.0
z 22 10 0 0.0
z 22 10 1 0.0
z 22 10 2 0.0
z 22 10 3 0.0
z 22 11 0 0.0
z 22 11 1 0.0
z 22 11 2 0.0
z 22 11 3 0.0
z 22 12 0 0.0
z 22 12 1 0.0
z 22 12 2 0.0
z 22 12 3 0.0
z 22 13 0 0.0
z 22 13 1 0.0
z 22 13 2 0.0
z 22 13 3 0.0
z 22 14 0 0.0
z 22 14 1 0.0
z 22 14 2 0.0
z 22 14 3 0.0
z 22 15 0 0.0
z 22 15 1 0.0
z 22 15 2 0.0
z 22 15 3 0.0
z 22 16 0 0.0
z 22 16 1 0.0
z 22 16 2 0.0
z 22 16 3 0.0
z 22 17 0 0.0
z 22 17 1 0.0
z 22 17 2 0.0
z 22 17 3 0.0
z 22 18 0 0.0
z 22 18 1 0.0
z 22 18 2 0.0
z 22 18 3 0.0
z 22 19 0 0.0
z 22 19 1 0.0
z 22 19 2 0.0
z 22 19 3 0.0
z 22 20 0 0.0
z 22 20 1 0.0
z 22 20 2 0.0
z 22 20 3 0.0
z 22 21 0 0.0
z 22 21 1 0.0
z 22 21 2 0.0
z 22 21 3 0.0
z 22 22 0 0.0
z 22 22 1 0.0
z 22 22 2 0.0
z 22 22 3 0.0
z 22 23 0 0.0
z 22 23 1 0.0
z 22 23 2 0.0
z 22 23 3 0.0
z 22 24 0 0.0
z 22 24 1 0.0
z 22 24 2 0.0
z 22 24 3 0.0
z 22 25 0 0.0
z 22 25 1 0.0
z 22 25 2 0.0
z 22 25 3 0.0
z 22 26 0 0.0
z 22 26 1 0.0
z 22 26 2 0.0
z 22 26 3 0.0
z 22 27 0 0.0
z 22 27 1 0.0
z 22 27 2 0.0
z 22 27 3 0.0
z 22 28 0 0.0
z 22 28 1 0.0
z 22 28 2 0.0
z 22 28 3 0.0
z 22 29 0 0.0
z 22 29 1 0.0
z 22 29 2 0.0
z 22 29 3 0.0
z 22 30 0 0.0
z 22 30 1 0.0
z 22 30 2 0.0
z 22 30 3 0.0
z 22 31 0 0.0
z 22 31 1 0.0
z 22 31 2 0.0
z 22 31 3 0.0
z 22 32 0 0.0
z 22 32 1 0.0
z 22 32 2 0.0
z 22 32 3 0.0
z 22 33 0 0.0
z 22 33 1 0.0
z 22 33 2 0.0
z 22 33 3 0.0
z 22 34 0 0.0
z 22 34 1 0.0
z 22 34 2 0.0
z 22 34 3 0.0
z 22 35 0 0.0
z 22 35 1 0.0
z 22 35 2 0.0
z 22 35 3 0.0
z 22 36 0 0.0
z 22 36 1 0.0
z 22 36 2 0.0
z 22 36 3 0.0
z 22 37 0 0.0
z 22 37 1 0.0
z 22 37 2 0.0
z 22 37 3 0.0
z 22 38 0 0.0
z 22 38 1 0.0
z 22 38 2 0.0
z 22 38 3 0.0
z 22 39 0 0.0
z 22 39 1 0.0
z 22 39 2 0.0
z 22 39 3 0.0
z 22 40 0 0.0
z 22 40 1 0.0
z 22 40 2 0.0
z 22 40 3 0.0
z 22 41 0 0.0
z 22 41 1 0.0
z 22 41 2 0.0
z 22 41 3 0.0
z 22 42 0 0.0
z 22 42 1 0.0
z 22 42 2 0.0
z 22 42 3 0.0
z 22 43 0 0.0
z 22 43 1 0.0
z 22 43 2 0.0
z 22 43 3 0.0
z 22 44 0 0.0
z 22 44 1 0.0
z 22 44 2 0.0
z 22 44 3 0.0
z 22 45 0 0.0
z 22 45 1 0.0
z 22 45 2 0.0
z 22 45 3 0.0
z 22 46 0 0.0
z 22 46 1 0.0
z 22 46 2 0.0
z 22 46 3 0.0
z 22 47 0 0.0
z 22 47 1 0.0
z 22 47 2 0.0
z 22 47 3 0.0
z 22 48 0 0.0
z 22 48 1 0.0
z 22 48 2 0.0
z 22 48 3 0.0
z 22 49 0 0.0
z 22 49 1 0.0
z 22 49 2 0.0
z 22 49 3 0.0
z 23 0 0 0.0
z 23 0 1 0.0
z 23 0 2 0.0
z 23 0 3 0.0
z 23 1 0 0.0
z 23 1 1 0.0
z 23 1 2 0.0
z 23 1 3 0.0
z 23 2 0 0.0
z 23 2 1 0.0
z 23 2 2 0.0
z 23 2 3 0.0
z 23 3 0 0.0
z 23 3 1 0.0
z 23 3 2 0.0
z 23 3 3 0.0
z 23 4 0 0.0
z 23 4 1 0.0
z 23 4 2 0.0
z 23 4 3 0.0
z 23 5 0 0.0
z 23 5 1 0.0
z 23 5 2 0.0
z 23 5 3 0.0
z 23 6 0 0.0
z 23 6 1 0.0
z 23 6 2 0.0
z 23 6 3 0.0
z 23 7 0 0.0
z 23 7 1 0.0
z 23 7 2 0.0
z 23 7 3 0.0
z 23 8 0 0.0
z 23 8 1 0.0
z 23 8 2 0.0
z 23 8 3 0.0
z 23 9 0 0.0
z 23 9 1 0.0
z 23 9 2 0.0
z 23 9 3 0.0
z 23 10 0 0.0
z 23 10 1 0.0
z 23 10 2 0.0
z 23 10 3 0.0
z 23 11 0 0.0
z 23 11 1 0.0
z 23 11 2 0.0
z 23 11 3 0.0
z 23 12 0 0.0
z 23 12 1 0.0
z 23 12 2 0.0
z 23 12 3 0.0
z 23 13 0 0.0
z 23 13 1 0.0
z 23 13 2 0.0
z 23 13 3 0.0
z 23 14 0 0.0
z 23 14 1 0.0
z 23 14 2 0.0
z 23 14 3 0.0
z 23 15 0 0.0
z 23 15 1 0.0
z 23 15 2 0.0
z 23 15 3 0.0
z 23 16 0 0.0
z 23 16 1 0.0
z 23 16 2 0.0
z 23 16 3 0.0
z 23 17 0 0.0
z 23 17 1 0.0
z 23 17 2 0.0
z 23 17 3 0.0
z 23 18 0 0.0
z 23 18 1 0.0
z 23 18 2 0.0
z 23 18 3 0.0
z 23 19 0 0.0
z 23 19 1 0.0
z 23 19 2 0.0
z 23 19 3 0.0
z 23 20 0 0.0
z 23 20 1 0.0
z 23 20 2 0.0
z 23 20 3 0.0
z 23 21 0 0.0
z 23 21 1 0.0
z 23 21 2 0.0
z 23 21 3 0.0
z 23 22 0 0.0
z 23 22 1 0.0
z 23 22 2 0.0
z 23 22 3 0.0
z 23 23 0 0.0
z 23 23 1 0.0
z 23 23 2 0.0
z 23 23 3 0.0
z 23 24 0 0.0
z 23 24 1 0.0
z 23 24 2 0.0
z 23 24 3 0.0
z 23 25 0 0.0
z 23 25 1 0.0
z 23 25 2 0.0
z 23 25 3 0.0
z 23 26 0 0.0
z 23 26 1 0.0
z 23 26 2 0.0
z 23 26 3 0.0
z 23 27 0 0.0
z 23 27 1 0.0
z 23 27 2 0.0
z 23 27 3 0.0
z 23 28 0 0.0
z 23 28 1 0.0
z 23 28 2 0.0
z 23 28 3 0.0
z 23 29 0 0.0
z 23 29 1 0.0
z 23 29 2 0.0
z 23 29 3 0.0
z 23 30 0 0.0
z 23 30 1 0.0
z 23 30 2 0.0
z 23 30 3 0.0
z 23 31 0 0.0
z 23 31 1 0.0
z 23 31 2 0.0
z 23 31 3 0.0
z 23 32 0 0.0
z 23 32 1 0.0
z 23 32 2 0.0
z 23 32 3 0.0
z 23 33 0 0.0
z 23 33 1 0.0
z 23 33 2 0.0
z 23 33 3 0.0
z 23 34 0 0.0
z 23 34 1 0.0
z 23 34 2 0.0
z 23 34 3 0.0
z 23 35 0 0.0
z 23 35 1 0.0
z 23 35 2 0.0
z 23 35 3 0.0
z 23 36 0 0.0
z 23 36 1 0.0
z 23 36 2 0.0
z 23 36 3 0.0
z 23 37 0 0.0
z 23 37 1 0.0
z 23 37 2 0.0
z 23 37 3 0.0
z 23 38 0 0.0
z 23 38 1 0.0
z 23 38 2 0.0
z 23 38 3 0.0
z 23 39 0 0.0
z 23 39 1 0.0
z 23 39 2 0.0
z 23 39 3 0.0
z 23 40 0 0.0
z 23 40 1 0.0
z 23 40 2 0.0
z 23 40 3 0.0
z 23 41 0 0.0
z 23 41 1 0.0
z 23 41 2 0.0
z 23 41 3 0.0
z 23 42 0 0.0
z 23 42 1 0.0
z 23 42 2 0.0
z 23 42 3 0.0
z 23 43 0 0.0
z 23 43 1 0.0
z 23 43 2 0.0
z 23 43 3 0.0
z 23 44 0 0.0
z 23 44 1 0.0
z 23 44 2 0.0
z 23 44 3 0.0
z 23 45 0 0.0
z 23 45 1 0.0
z 23 45 2 0.0
z 23 45 3 0.0
z 23 46 0 0.0
z 23 46 1 0.0
z 23 46 2 0.0
z 23 46 3 0.0
z 23 47 0 0.0
z 23 47 1 0.0
z 23 47 2 0.0
z 23 47 3 0.0
z 23 48 0 0.0
z 23 48 1 0.0
z 23 48 2 0.0
z 23 48 3 0.0
z 23 49 0 0.0
z 23 49 1 0.0
z 23 49 2 0.0
z 23 49 3 0.0
z 24 0 0 0.0
z 24 0 1 0.0
z 24 0 2 0.0
z 24 0 3 0.0
z 24 1 0 0.0
z 24 1 1 0.0
z 24 1 2 0.0
z 24 1 3 0.0
z 24 2 0 0.0
z 24 2 1 0.0
z 24 2 2 0.0
z 24 2 3 0.0
z 24 3 0 0.0
z 24 3 1 0.0
z 24 3 2 0.0
z 24 3 3 0.0
z 24 4 0 0.0
z 24 4 1 0.0
z 24 4 2 0.0
z 24 4 3 0.0
z 24 5 0 0.0
z 24 5 1 0.0
z 24 5 2 0.0
z 24 5 3 0.0
z 24 6 0 0.0
z 24 6 1 0.0
z 24 6 2 0.0
z 24 6 3 0.0
z 24 7 0 0.0
z 24 7 1 0.0
z 24 7 2 0.0
z 24 7 3 0.0
z 24 8 0 0.0
z 24 8 1 0.0
z 24 8 2 0.0
z 24 8 3 0.0
z 24 9 0 0.0
z 24 9 1 0.0
z 24 9 2 0.0
z 24 9 3 0.0
z 24 10 0 0.0
z 24 10 1 0.0
z 24 10 2 0.0
z 24 10 3 0.0
z 24 11 0 0.0
z 24 11 1 0.0
z 24 11 2 0.0
z 24 11 3 0.0
z 24 12 0 0.0
z 24 12 1 0.0
z 24 12 2 0.0
z 24 12 3 0.0
z 24 13 0 0.0
z 24 13 1 0.0
z 24 13 2 0.0
z 24 13 3 0.0
z 24 14 0 0.0
z 24 14 1 0.0
z 24 14 2 0.0
z 24 14 3 0.0
z 24 15 0 0.0
z 24 15 1 0.0
z 24 15 2 0.0
z 24 15 3 0.0
z 24 16 0 0.0
z 24 16 1 0.0
z 24 16 2 0.0
z 24 16 3 0.0
z 24 17 0 0.0
z 24 17 1 0.0
z 24 17 2 0.0
z 24 17 3 0.0
z 24 18 0 0.0
z 24 18 1 0.0
z 24 18 2 0.0
z 24 18 3 0.0
z 24 19 0 0.0
z 24 19 1 0.0
z 24 19 2 0.0
z 24 19 3 0.0
z 24 20 0 0.0
z 24 20 1 0.0
z 24 20 2 0.0
z 24 20 3 0.0
z 24 21 0 0.0
z 24 21 1 0.0
z 24 21 2 0.0
z 24 21 3 0.0
z 24 22 0 0.0
z 24 22 1 0.0
z 24 22 2 0.0
z 24 22 3 0.0
z 24 23 0 0.0
z 24 23 1 0.0
z 24 23 2 0.0
z 24 23 3 0.0
z 24 24 0 0.0
z 24 24 1 0.0
z 24 24 2 0.0
z 24 24 3 0.0
z 24 25 0 0.0
z 24 25 1 0.0
z 24 25 2 0.0
z 24 25 3 0.0
z 24 26 0 0.0
z 24 26 1 0.0
z 24 26 2 0.0
z 24 26 3 0.0
z 24 27 0 0.0
z 24 27 1 0.0
z 24 27 2 0.0
z 24 27 3 0.0
z 24 28 0 0.0
z 24 28 1 0.0
z 24 28 2 0.0
z 24 28 3 0.0
z 24 29 0 0.0
z 24 29 1 0.0
z 24 29 2 0.0
z 24 29 3 0.0
z 24 30 0 0.0
z 24 30 1 0.0
z 24 30 2 0.0
z 24 30 3 0.0
z 24 31 0 0.0
z 24 31 1 0.0
z 24 31 2 0.0
z 24 31 3 0.0
z 24 32 0 0.0
z 24 32 1 0.0
z 24 32 2 0.0
z 24 32 3 0.0
z 24 33 0 0.0
z 24 33 1 0.0
z 24 33 2 0.0
z 24 33 3 0.0
z 24 34 0 0.0
z 24 34 1 0.0
z 24 34 2 0.0
z 24 34 3 0.0
z 24 35 0 0.0
z 24 35 1 0.0
z 24 35 2 0.0
z 24 35 3 0.0
z 24 36 0 0.0
z 24 36 1 0.0
z 24 36 2 0.0
z 24 36 3 0.0
z 24 37 0 0.0
z 24 37 1 0.0
z 24 37 2 0.0
z 24 37 3 0.0
z 24 38 0 0.0
z 24 38 1 0.0
z 24 38 2 0.0
z 24 38 3 0.0
z 24 39 0 0.0
z 24 39 1 0.0
z 24 39 2 0.0
z 24 39 3 0.0
z 24 40 0 0.0
